faction_id,faction,era_id,era,unit_id,unit_name
1,Clan Burrock,255,Late Succession War - LosTech,3325,Turk Prime
1,Clan Burrock,255,Late Succession War - LosTech,3077,Stooping Hawk B
1,Clan Burrock,255,Late Succession War - LosTech,3083,Stooping Hawk Prime
1,Clan Burrock,255,Late Succession War - LosTech,3076,Stooping Hawk A
1,Clan Burrock,255,Late Succession War - LosTech,3078,Stooping Hawk C
1,Clan Burrock,255,Late Succession War - LosTech,7675,Manticore Heavy Tank EC
1,Clan Burrock,255,Late Succession War - LosTech,7626,Lancelot C
1,Clan Burrock,255,Late Succession War - LosTech,7638,Vision Quest  
1,Clan Burrock,255,Late Succession War - LosTech,7627,Lancelot C 2
1,Clan Burrock,255,Late Succession War - LosTech,1634,Ishtar Heavy Fire Support Tank (Original)
1,Clan Burrock,255,Late Succession War - LosTech,3231,Thunderbolt C
1,Clan Burrock,255,Late Succession War - LosTech,731,Crossbow B
1,Clan Burrock,255,Late Succession War - LosTech,730,Crossbow A
1,Clan Burrock,255,Late Succession War - LosTech,739,Crossbow Prime
1,Clan Burrock,255,Late Succession War - LosTech,1338,Guillotine GLT-3N
1,Clan Burrock,255,Late Succession War - LosTech,9236,Spirit Walker A
1,Clan Burrock,255,Late Succession War - LosTech,9237,Spirit Walker Prime
1,Clan Burrock,255,Late Succession War - LosTech,3403,Victor C
1,Clan Burrock,255,Late Succession War - LosTech,726,Crockett CRK-5003-1b
1,Clan Burrock,255,Late Succession War - LosTech,3836,Blood Kite  
1,Clan Burrock,255,Late Succession War - LosTech,2931,Shogun C
1,Clan Burrock,255,Late Succession War - LosTech,1779,Kingfisher A
1,Clan Burrock,255,Late Succession War - LosTech,1782,Kingfisher D
1,Clan Burrock,255,Late Succession War - LosTech,1786,Kingfisher Prime
1,Clan Burrock,255,Late Succession War - LosTech,1780,Kingfisher B
1,Clan Burrock,255,Late Succession War - LosTech,1781,Kingfisher C
1,Clan Burrock,255,Late Succession War - LosTech,38,Annihilator ANH-1X
1,Clan Burrock,255,Late Succession War - LosTech,1772,King Crab KGC-000b
1,Clan Burrock,255,Late Succession War - LosTech,1607,Imp IMP-1A
1,Clan Burrock,255,Late Succession War - LosTech,3750,Atlas C
1,Clan Burrock,255,Late Succession War - LosTech,1608,Imp IMP-1B
1,Clan Burrock,256,Late Succession War - Renaissance,2921,Shamash Reconnaissance Vehicle  
1,Clan Burrock,256,Late Succession War - Renaissance,3194,Thorn THE-Nb
1,Clan Burrock,256,Late Succession War - Renaissance,8128,Stinger C 2
1,Clan Burrock,256,Late Succession War - Renaissance,1488,Hermes HER-1Sb
1,Clan Burrock,256,Late Succession War - Renaissance,1311,Griffin IIC 2
1,Clan Burrock,256,Late Succession War - Renaissance,2912,Shadow Hawk IIC 2
1,Clan Burrock,256,Late Succession War - Renaissance,3322,Turk B
1,Clan Burrock,256,Late Succession War - Renaissance,3321,Turk A
1,Clan Burrock,256,Late Succession War - Renaissance,3323,Turk C
1,Clan Burrock,256,Late Succession War - Renaissance,3325,Turk Prime
1,Clan Burrock,256,Late Succession War - Renaissance,3077,Stooping Hawk B
1,Clan Burrock,256,Late Succession War - Renaissance,3083,Stooping Hawk Prime
1,Clan Burrock,256,Late Succession War - Renaissance,3076,Stooping Hawk A
1,Clan Burrock,256,Late Succession War - Renaissance,3078,Stooping Hawk C
1,Clan Burrock,256,Late Succession War - Renaissance,2693,Rifleman C
1,Clan Burrock,256,Late Succession War - Renaissance,7626,Lancelot C
1,Clan Burrock,256,Late Succession War - Renaissance,7627,Lancelot C 2
1,Clan Burrock,256,Late Succession War - Renaissance,1634,Ishtar Heavy Fire Support Tank (Original)
1,Clan Burrock,256,Late Succession War - Renaissance,2711,Rifleman IIC 2
1,Clan Burrock,256,Late Succession War - Renaissance,3231,Thunderbolt C
1,Clan Burrock,256,Late Succession War - Renaissance,731,Crossbow B
1,Clan Burrock,256,Late Succession War - Renaissance,730,Crossbow A
1,Clan Burrock,256,Late Succession War - Renaissance,739,Crossbow Prime
1,Clan Burrock,256,Late Succession War - Renaissance,3403,Victor C
1,Clan Burrock,256,Late Succession War - Renaissance,726,Crockett CRK-5003-1b
1,Clan Burrock,256,Late Succession War - Renaissance,2072,Marauder IIC 8
1,Clan Burrock,256,Late Succession War - Renaissance,3836,Blood Kite  
1,Clan Burrock,256,Late Succession War - Renaissance,2931,Shogun C
1,Clan Burrock,256,Late Succession War - Renaissance,8464,Gladiator-B (Executioner-B) A
1,Clan Burrock,256,Late Succession War - Renaissance,8463,Gladiator-B (Executioner-B) Prime
1,Clan Burrock,256,Late Succession War - Renaissance,8466,Gladiator-B (Executioner-B) C
1,Clan Burrock,256,Late Succession War - Renaissance,8465,Gladiator-B (Executioner-B) B
1,Clan Burrock,256,Late Succession War - Renaissance,1772,King Crab KGC-000b
1,Clan Burrock,256,Late Succession War - Renaissance,3750,Atlas C
1,Clan Burrock,13,Clan Invasion,2921,Shamash Reconnaissance Vehicle  
1,Clan Burrock,13,Clan Invasion,7601,Locust C
1,Clan Burrock,13,Clan Invasion,3194,Thorn THE-Nb
1,Clan Burrock,13,Clan Invasion,8128,Stinger C 2
1,Clan Burrock,13,Clan Invasion,1488,Hermes HER-1Sb
1,Clan Burrock,13,Clan Invasion,261,Battle Cobra A
1,Clan Burrock,13,Clan Invasion,273,Battle Cobra Prime
1,Clan Burrock,13,Clan Invasion,271,Battle Cobra F
1,Clan Burrock,13,Clan Invasion,262,Battle Cobra B
1,Clan Burrock,13,Clan Invasion,305,Batu A
1,Clan Burrock,13,Clan Invasion,307,Batu C
1,Clan Burrock,13,Clan Invasion,309,Batu Prime
1,Clan Burrock,13,Clan Invasion,306,Batu B
1,Clan Burrock,13,Clan Invasion,1288,Grendel (Mongrel) C
1,Clan Burrock,13,Clan Invasion,2912,Shadow Hawk IIC 2
1,Clan Burrock,13,Clan Invasion,1287,Grendel (Mongrel) B
1,Clan Burrock,13,Clan Invasion,1286,Grendel (Mongrel) A
1,Clan Burrock,13,Clan Invasion,2892,Shadow Cat Prime
1,Clan Burrock,13,Clan Invasion,1289,Grendel (Mongrel) D
1,Clan Burrock,13,Clan Invasion,2887,Shadow Cat A
1,Clan Burrock,13,Clan Invasion,1293,Grendel (Mongrel) Prime
1,Clan Burrock,13,Clan Invasion,2888,Shadow Cat B
1,Clan Burrock,13,Clan Invasion,7707,Shadow Cat M
1,Clan Burrock,13,Clan Invasion,3077,Stooping Hawk B
1,Clan Burrock,13,Clan Invasion,3083,Stooping Hawk Prime
1,Clan Burrock,13,Clan Invasion,3076,Stooping Hawk A
1,Clan Burrock,13,Clan Invasion,3078,Stooping Hawk C
1,Clan Burrock,13,Clan Invasion,2693,Rifleman C
1,Clan Burrock,13,Clan Invasion,7626,Lancelot C
1,Clan Burrock,13,Clan Invasion,7627,Lancelot C 2
1,Clan Burrock,13,Clan Invasion,3231,Thunderbolt C
1,Clan Burrock,13,Clan Invasion,731,Crossbow B
1,Clan Burrock,13,Clan Invasion,730,Crossbow A
1,Clan Burrock,13,Clan Invasion,739,Crossbow Prime
1,Clan Burrock,13,Clan Invasion,3432,Viper (Black Python)  
1,Clan Burrock,13,Clan Invasion,3403,Victor C
1,Clan Burrock,13,Clan Invasion,726,Crockett CRK-5003-1b
1,Clan Burrock,13,Clan Invasion,3836,Blood Kite  
1,Clan Burrock,13,Clan Invasion,2931,Shogun C
1,Clan Burrock,13,Clan Invasion,8464,Gladiator-B (Executioner-B) A
1,Clan Burrock,13,Clan Invasion,8463,Gladiator-B (Executioner-B) Prime
1,Clan Burrock,13,Clan Invasion,8466,Gladiator-B (Executioner-B) C
1,Clan Burrock,13,Clan Invasion,8465,Gladiator-B (Executioner-B) B
1,Clan Burrock,13,Clan Invasion,1772,King Crab KGC-000b
1,Clan Burrock,13,Clan Invasion,3750,Atlas C
1,Clan Burrock,13,Clan Invasion,4646,Miraborg  
1,Clan Burrock,14,Jihad,8588,Sylph Battle Armor (Upgrade) (Sqd5)
1,Clan Burrock,14,Jihad,8587,Sylph Battle Armor (Sqd5)
1,Clan Burrock,14,Jihad,8613,Corona Heavy Battle Armor (Sqd5)
1,Clan Burrock,14,Jihad,7568,Baboon (Howler) 4
1,Clan Burrock,14,Jihad,189,Baboon (Howler)  
1,Clan Burrock,14,Jihad,7601,Locust C
1,Clan Burrock,14,Jihad,3194,Thorn THE-Nb
1,Clan Burrock,14,Jihad,8128,Stinger C 2
1,Clan Burrock,14,Jihad,905,Donar Assault Helicopter (Recon)
1,Clan Burrock,14,Jihad,5638,Cephalus B
1,Clan Burrock,14,Jihad,1917,Locust IIC 4
1,Clan Burrock,14,Jihad,3929,Cephalus A
1,Clan Burrock,14,Jihad,5642,Cephalus U
1,Clan Burrock,14,Jihad,1916,Locust IIC 3
1,Clan Burrock,14,Jihad,3930,Cephalus Prime
1,Clan Burrock,14,Jihad,5639,Cephalus C
1,Clan Burrock,14,Jihad,5097,Solitaire  
1,Clan Burrock,14,Jihad,5641,Cephalus E
1,Clan Burrock,14,Jihad,5640,Cephalus D
1,Clan Burrock,14,Jihad,4315,Hephaestus Scout Tank C
1,Clan Burrock,14,Jihad,4313,Hephaestus Scout Tank A
1,Clan Burrock,14,Jihad,4316,Hephaestus Scout Tank Prime
1,Clan Burrock,14,Jihad,4314,Hephaestus Scout Tank B
1,Clan Burrock,14,Jihad,1488,Hermes HER-1Sb
1,Clan Burrock,14,Jihad,7676,Night Hawk NTK-2Q-EC
1,Clan Burrock,14,Jihad,4850,Pouncer F
1,Clan Burrock,14,Jihad,1313,Griffin IIC 4
1,Clan Burrock,14,Jihad,1312,Griffin IIC 3
1,Clan Burrock,14,Jihad,2561,Pouncer E
1,Clan Burrock,14,Jihad,2559,Pouncer C
1,Clan Burrock,14,Jihad,2562,Pouncer H
1,Clan Burrock,14,Jihad,2558,Pouncer B
1,Clan Burrock,14,Jihad,305,Batu A
1,Clan Burrock,14,Jihad,2557,Pouncer A
1,Clan Burrock,14,Jihad,307,Batu C
1,Clan Burrock,14,Jihad,2560,Pouncer D
1,Clan Burrock,14,Jihad,309,Batu Prime
1,Clan Burrock,14,Jihad,2563,Pouncer Prime
1,Clan Burrock,14,Jihad,306,Batu B
1,Clan Burrock,14,Jihad,1288,Grendel (Mongrel) C
1,Clan Burrock,14,Jihad,2913,Shadow Hawk IIC 3
1,Clan Burrock,14,Jihad,2912,Shadow Hawk IIC 2
1,Clan Burrock,14,Jihad,1290,Grendel (Mongrel) E
1,Clan Burrock,14,Jihad,1287,Grendel (Mongrel) B
1,Clan Burrock,14,Jihad,1292,Grendel (Mongrel) H
1,Clan Burrock,14,Jihad,1291,Grendel (Mongrel) F
1,Clan Burrock,14,Jihad,1286,Grendel (Mongrel) A
1,Clan Burrock,14,Jihad,1289,Grendel (Mongrel) D
1,Clan Burrock,14,Jihad,1293,Grendel (Mongrel) Prime
1,Clan Burrock,14,Jihad,992,Epona Pursuit Tank B
1,Clan Burrock,14,Jihad,4018,Crimson Langur C
1,Clan Burrock,14,Jihad,996,Epona Pursuit Tank Prime
1,Clan Burrock,14,Jihad,993,Epona Pursuit Tank C
1,Clan Burrock,14,Jihad,5676,Crimson Langur D
1,Clan Burrock,14,Jihad,1569,Hunchback IIC 2
1,Clan Burrock,14,Jihad,4019,Crimson Langur Prime
1,Clan Burrock,14,Jihad,991,Epona Pursuit Tank A
1,Clan Burrock,14,Jihad,4016,Crimson Langur A
1,Clan Burrock,14,Jihad,2292,Nobori-nin (Huntsman) D
1,Clan Burrock,14,Jihad,2289,Nobori-nin (Huntsman) A
1,Clan Burrock,14,Jihad,5677,Crimson Langur E
1,Clan Burrock,14,Jihad,2296,Nobori-nin (Huntsman) Prime
1,Clan Burrock,14,Jihad,2290,Nobori-nin (Huntsman) B
1,Clan Burrock,14,Jihad,2291,Nobori-nin (Huntsman) C
1,Clan Burrock,14,Jihad,4017,Crimson Langur B
1,Clan Burrock,14,Jihad,3045,Stalking Spider  
1,Clan Burrock,14,Jihad,2294,Nobori-nin (Huntsman) H
1,Clan Burrock,14,Jihad,2295,Nobori-nin (Huntsman) N
1,Clan Burrock,14,Jihad,2895,Shadow Hawk C
1,Clan Burrock,14,Jihad,4127,Enyo Strike Tank  
1,Clan Burrock,14,Jihad,5816,Pariah (Septicemia) F
1,Clan Burrock,14,Jihad,5818,Pariah (Septicemia) UW
1,Clan Burrock,14,Jihad,5019,Pariah (Septicemia) A
1,Clan Burrock,14,Jihad,5819,Pariah (Septicemia) Z
1,Clan Burrock,14,Jihad,4891,Rabid Coyote  
1,Clan Burrock,14,Jihad,5021,Pariah (Septicemia) C
1,Clan Burrock,14,Jihad,5814,Pariah (Septicemia) C-Z
1,Clan Burrock,14,Jihad,5817,Pariah (Septicemia) US
1,Clan Burrock,14,Jihad,5020,Pariah (Septicemia) B
1,Clan Burrock,14,Jihad,5813,Pariah (Septicemia) B-Z
1,Clan Burrock,14,Jihad,5812,Pariah (Septicemia) A-Z
1,Clan Burrock,14,Jihad,5024,Pariah (Septicemia) Prime
1,Clan Burrock,14,Jihad,5815,Pariah (Septicemia) D-Z
1,Clan Burrock,14,Jihad,5022,Pariah (Septicemia) D
1,Clan Burrock,14,Jihad,5023,Pariah (Septicemia) E
1,Clan Burrock,14,Jihad,2693,Rifleman C
1,Clan Burrock,14,Jihad,2567,Predator  
1,Clan Burrock,14,Jihad,7626,Lancelot C
1,Clan Burrock,14,Jihad,4300,Hellfire  
1,Clan Burrock,14,Jihad,4301,Hellfire 2
1,Clan Burrock,14,Jihad,1172,Galahad (Glass Spider) 3
1,Clan Burrock,14,Jihad,7627,Lancelot C 2
1,Clan Burrock,14,Jihad,3231,Thunderbolt C
1,Clan Burrock,14,Jihad,2712,Rifleman IIC 3
1,Clan Burrock,14,Jihad,1890,Linebacker E
1,Clan Burrock,14,Jihad,4523,Linebacker F
1,Clan Burrock,14,Jihad,1889,Linebacker D
1,Clan Burrock,14,Jihad,1887,Linebacker B
1,Clan Burrock,14,Jihad,1888,Linebacker C
1,Clan Burrock,14,Jihad,1891,Linebacker H
1,Clan Burrock,14,Jihad,2713,Rifleman IIC 4
1,Clan Burrock,14,Jihad,3696,Ammon  
1,Clan Burrock,14,Jihad,2715,Rifleman IIC 6
1,Clan Burrock,14,Jihad,1886,Linebacker A
1,Clan Burrock,14,Jihad,1892,Linebacker Prime
1,Clan Burrock,14,Jihad,3479,Warhammer C
1,Clan Burrock,14,Jihad,90,Archer C
1,Clan Burrock,14,Jihad,1333,Grizzly 2
1,Clan Burrock,14,Jihad,5422,Woodsman Arrow IV
1,Clan Burrock,14,Jihad,2264,Night Gyr B
1,Clan Burrock,14,Jihad,3878,Burrock  
1,Clan Burrock,14,Jihad,2340,Orion IIC  
1,Clan Burrock,14,Jihad,7643,Woodsman B
1,Clan Burrock,14,Jihad,3434,Viper (Black Python) 3
1,Clan Burrock,14,Jihad,2269,Night Gyr H
1,Clan Burrock,14,Jihad,2265,Night Gyr C
1,Clan Burrock,14,Jihad,3587,Woodsman Prime
1,Clan Burrock,14,Jihad,2263,Night Gyr A
1,Clan Burrock,14,Jihad,2267,Night Gyr E
1,Clan Burrock,14,Jihad,3586,Woodsman A
1,Clan Burrock,14,Jihad,8400,Night Gyr X
1,Clan Burrock,14,Jihad,2270,Night Gyr Prime
1,Clan Burrock,14,Jihad,5694,Burrock 2
1,Clan Burrock,14,Jihad,2266,Night Gyr D
1,Clan Burrock,14,Jihad,2268,Night Gyr F
1,Clan Burrock,14,Jihad,4673,Morrigu Fire Support Vehicle (Laser)
1,Clan Burrock,14,Jihad,4674,Morrigu Fire Support Vehicle  
1,Clan Burrock,14,Jihad,2249,Naga C
1,Clan Burrock,14,Jihad,2251,Naga Prime
1,Clan Burrock,14,Jihad,9322,Naga II Prime
1,Clan Burrock,14,Jihad,2250,Naga D
1,Clan Burrock,14,Jihad,3403,Victor C
1,Clan Burrock,14,Jihad,2247,Naga A
1,Clan Burrock,14,Jihad,2248,Naga B
1,Clan Burrock,14,Jihad,9323,Naga II A
1,Clan Burrock,14,Jihad,9325,Naga II C
1,Clan Burrock,14,Jihad,9326,Naga II H
1,Clan Burrock,14,Jihad,9324,Naga II B
1,Clan Burrock,14,Jihad,2515,Phoenix Hawk IIC 5
1,Clan Burrock,14,Jihad,3503,Warhammer IIC 4
1,Clan Burrock,14,Jihad,2513,Phoenix Hawk IIC 3
1,Clan Burrock,14,Jihad,2934,Shogun SHG-2H
1,Clan Burrock,14,Jihad,4983,Savage Coyote B
1,Clan Burrock,14,Jihad,4766,Osteon A
1,Clan Burrock,14,Jihad,726,Crockett CRK-5003-1b
1,Clan Burrock,14,Jihad,2066,Marauder IIC 2
1,Clan Burrock,14,Jihad,5828,Osteon G
1,Clan Burrock,14,Jihad,5426,Xerxes 2
1,Clan Burrock,14,Jihad,5705,Savage Coyote J
1,Clan Burrock,14,Jihad,5825,Osteon D
1,Clan Burrock,14,Jihad,4985,Savage Coyote Prime
1,Clan Burrock,14,Jihad,5823,Osteon B
1,Clan Burrock,14,Jihad,5829,Osteon U
1,Clan Burrock,14,Jihad,5827,Osteon F
1,Clan Burrock,14,Jihad,5826,Osteon E
1,Clan Burrock,14,Jihad,3836,Blood Kite  
1,Clan Burrock,14,Jihad,5706,Savage Coyote W
1,Clan Burrock,14,Jihad,4982,Savage Coyote A
1,Clan Burrock,14,Jihad,2931,Shogun C
1,Clan Burrock,14,Jihad,4767,Osteon Prime
1,Clan Burrock,14,Jihad,3837,Blood Kite 2
1,Clan Burrock,14,Jihad,5824,Osteon C
1,Clan Burrock,14,Jihad,4984,Savage Coyote C
1,Clan Burrock,14,Jihad,7685,Emperor EMP-6A-EC
1,Clan Burrock,14,Jihad,401,Star Adder (Blood Asp) C
1,Clan Burrock,14,Jihad,402,Star Adder (Blood Asp) D
1,Clan Burrock,14,Jihad,406,Star Adder (Blood Asp) Prime
1,Clan Burrock,14,Jihad,400,Star Adder (Blood Asp) B
1,Clan Burrock,14,Jihad,404,Star Adder (Blood Asp) F
1,Clan Burrock,14,Jihad,403,Star Adder (Blood Asp) E
1,Clan Burrock,14,Jihad,405,Star Adder (Blood Asp) G
1,Clan Burrock,14,Jihad,399,Star Adder (Blood Asp) A
1,Clan Burrock,14,Jihad,8464,Gladiator-B (Executioner-B) A
1,Clan Burrock,14,Jihad,8463,Gladiator-B (Executioner-B) Prime
1,Clan Burrock,14,Jihad,8466,Gladiator-B (Executioner-B) C
1,Clan Burrock,14,Jihad,8465,Gladiator-B (Executioner-B) B
1,Clan Burrock,14,Jihad,1772,King Crab KGC-000b
1,Clan Burrock,14,Jihad,3750,Atlas C
1,Clan Burrock,14,Jihad,2083,Mars Assault Vehicle (XL)
1,Clan Burrock,14,Jihad,4735,Noruff  
1,Clan Burrock,14,Jihad,4572,Mako Corvette  
1,Clan Burrock,14,Jihad,4052,Davion Destroyer (Block I)
1,Clan Burrock,14,Jihad,4534,Lola III Destroyer (Clan)
1,Clan Burrock,14,Jihad,4922,Riga Frigate  
1,Clan Burrock,14,Jihad,4442,Kimagure Pursuit Cruiser  
1,Clan Burrock,14,Jihad,3891,Cameron Battlecruiser (Clan)
1,Clan Burrock,14,Jihad,4610,McKenna Battleship (Clan)
2,Clan Blood Spirit,11,Early Succession War,2921,Shamash Reconnaissance Vehicle  
2,Clan Blood Spirit,11,Early Succession War,8128,Stinger C 2
2,Clan Blood Spirit,11,Early Succession War,133,Asshur Artillery Spotter  
2,Clan Blood Spirit,11,Early Succession War,135,Asshur Fast Reconnaissance Vehicle  
2,Clan Blood Spirit,11,Early Succession War,3139,Svantovit Infantry Fighting Vehicle  
2,Clan Blood Spirit,11,Early Succession War,3632,Zephyr Hovertank  
2,Clan Blood Spirit,11,Early Succession War,7674,Zephyr Hovertank EC
2,Clan Blood Spirit,11,Early Succession War,2861,Sentinel STN-3Lb
2,Clan Blood Spirit,11,Early Succession War,3597,Wyvern WVE-5N
2,Clan Blood Spirit,11,Early Succession War,1851,Kyudo KY2-D-02
2,Clan Blood Spirit,11,Early Succession War,1284,Great Wyrm  
2,Clan Blood Spirit,11,Early Succession War,3320,Turhan Urban Combat Vehicle  
2,Clan Blood Spirit,11,Early Succession War,878,Dervish DV-6M
2,Clan Blood Spirit,11,Early Succession War,1541,Hoplite HOP-4Bb
2,Clan Blood Spirit,11,Early Succession War,7622,Naja KTO-19b-EC
2,Clan Blood Spirit,11,Early Succession War,548,Champion CHP-1N
2,Clan Blood Spirit,11,Early Succession War,547,Champion C
2,Clan Blood Spirit,11,Early Succession War,445,Burke Defense Tank  
2,Clan Blood Spirit,11,Early Succession War,357,Black Knight BL-6b-KNT
2,Clan Blood Spirit,11,Early Succession War,9236,Spirit Walker A
2,Clan Blood Spirit,11,Early Succession War,9237,Spirit Walker Prime
2,Clan Blood Spirit,11,Early Succession War,3403,Victor C
2,Clan Blood Spirit,11,Early Succession War,2645,Rapier RPR-200
2,Clan Blood Spirit,11,Early Succession War,2934,Shogun SHG-2H
2,Clan Blood Spirit,11,Early Succession War,726,Crockett CRK-5003-1b
2,Clan Blood Spirit,11,Early Succession War,2931,Shogun C
2,Clan Blood Spirit,11,Early Succession War,4323,Highlander HGN-732 (Colleen)
2,Clan Blood Spirit,11,Early Succession War,1524,Highlander IIC  
2,Clan Blood Spirit,11,Early Succession War,4352,Hydaspes  
2,Clan Blood Spirit,11,Early Succession War,3672,Aegis Heavy Cruiser (Clan)
2,Clan Blood Spirit,255,Late Succession War - LosTech,6312,Kruger Combat Car (Original)
2,Clan Blood Spirit,255,Late Succession War - LosTech,2921,Shamash Reconnaissance Vehicle  
2,Clan Blood Spirit,255,Late Succession War - LosTech,312,Beagle Hover Scout  
2,Clan Blood Spirit,255,Late Succession War - LosTech,189,Baboon (Howler)  
2,Clan Blood Spirit,255,Late Succession War - LosTech,8128,Stinger C 2
2,Clan Blood Spirit,255,Late Succession War - LosTech,1086,Firefly FFL-3SLE
2,Clan Blood Spirit,255,Late Succession War - LosTech,3347,Uller (Kit Fox) Prime
2,Clan Blood Spirit,255,Late Succession War - LosTech,3341,Uller (Kit Fox) B
2,Clan Blood Spirit,255,Late Succession War - LosTech,3343,Uller (Kit Fox) D
2,Clan Blood Spirit,255,Late Succession War - LosTech,3340,Uller (Kit Fox) A
2,Clan Blood Spirit,255,Late Succession War - LosTech,3139,Svantovit Infantry Fighting Vehicle  
2,Clan Blood Spirit,255,Late Succession War - LosTech,7674,Zephyr Hovertank EC
2,Clan Blood Spirit,255,Late Succession War - LosTech,2861,Sentinel STN-3Lb
2,Clan Blood Spirit,255,Late Succession War - LosTech,652,Clint IIC  
2,Clan Blood Spirit,255,Late Succession War - LosTech,1310,Griffin IIC  
2,Clan Blood Spirit,255,Late Succession War - LosTech,3597,Wyvern WVE-5N
2,Clan Blood Spirit,255,Late Succession War - LosTech,1473,Hellhound (Conjurer)  
2,Clan Blood Spirit,255,Late Succession War - LosTech,1541,Hoplite HOP-4Bb
2,Clan Blood Spirit,255,Late Succession War - LosTech,7622,Naja KTO-19b-EC
2,Clan Blood Spirit,255,Late Succession War - LosTech,7621,Naja  
2,Clan Blood Spirit,255,Late Succession War - LosTech,3077,Stooping Hawk B
2,Clan Blood Spirit,255,Late Succession War - LosTech,3083,Stooping Hawk Prime
2,Clan Blood Spirit,255,Late Succession War - LosTech,3076,Stooping Hawk A
2,Clan Blood Spirit,255,Late Succession War - LosTech,3078,Stooping Hawk C
2,Clan Blood Spirit,255,Late Succession War - LosTech,548,Champion CHP-1N
2,Clan Blood Spirit,255,Late Succession War - LosTech,1634,Ishtar Heavy Fire Support Tank (Original)
2,Clan Blood Spirit,255,Late Succession War - LosTech,3231,Thunderbolt C
2,Clan Blood Spirit,255,Late Succession War - LosTech,731,Crossbow B
2,Clan Blood Spirit,255,Late Succession War - LosTech,730,Crossbow A
2,Clan Blood Spirit,255,Late Succession War - LosTech,739,Crossbow Prime
2,Clan Blood Spirit,255,Late Succession War - LosTech,1338,Guillotine GLT-3N
